h_reviewer_name,h_comment_date,h_reviewer_staydate,h_trip_type,h_rating,h_title_comment,h_content_comment,h_url
Huong L,Huong L  thg 6 2017, tháng 6 năm 2017, Đã đi du lịch với bạn bè,20,Buffet không ngon và đặc sắc như quảng cáo,"Tôi đến đây ăn buffet cùng bạn theo chương trình khuyến mãi Lady night nhưng thực sự cảm thấy thất vọng. Không nhiều món ăn, chất lượng đồ ăn kém. Sushi hay sashimi không tươi. Tôm bở, mực chưa được nướng chín. Mỗi một khách được ăn kèm nửa con tôm hùm nhưng suất của tôi và ban nhỏ xíu, khi hỏi thì nhân viên nói là do tùy con. Gọi cocktail giá 140-170k nhưng như nước bỏ syrup, ko có decor gì luôn. Với số tiền 1300k cho 2 người cảm thấy không xứng đáng với một resort tầm cỡ như Furama.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or280-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Hoài Thương,Hoài Thương  thg 5 2017, tháng 5 năm 2017, Đã đi du lịch với bạn bè,40,Dịch vụ tốt - không gian đẹp,"Đây là lần đầu tiên tôi đến đây, ấn tượng ban đầu về resort khá tốt vì tôi đã được đội ngũ nhân viên take-care rất tận tình. Tôi thật sự ấn tượng về nội thất cũng như cảnh quan nơi đây. Furama resort chắc chắn sẽ được tôi chọn làm địa điểm cho lần đi chơi tới.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or285-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Phan A,Phan A  thg 4 2017, tháng 4 năm 2017, Đã đi du lịch với gia đình,50,Good,"Tuyệt vời
. Cảm giác được khám phá trong 1 ko gian mới và có nhiều điều thú vị. Furama là nơi tuyệt vời nhất tôi .từng đến. 1 trải nghiệm trong khu nghỉ dưỡng đáng nhớ của vợ chồng tôi. Chúc furama ngày càng thành công và phát triển.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or285-Furama_Resort_Danang-Da_Nang.html#REVIEWS
honguyentruchan,honguyentruchan  thg 4 2017, tháng 4 năm 2017, Đã đi du lịch với gia đình,50,Ý kiến,"Tôi cảm thấy mọi thứ ở đây rất okie. Từ cách phục vụ tốt, tận tình thoải mái, chăm sóc tốt. Không khí ở đây khá là trong lành, xứng đáng là lý tưởng đẹp để bạn nghĩ dưỡng tại đây. Bạn có thể ngắm nhìn biển và chụp 1 vài bức ảnh để làm kỉ niệm.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or285-Furama_Resort_Danang-Da_Nang.html#REVIEWS
NguyenHoa_VC,NguyenHoa_VC  thg 4 2017, tháng 5 năm 2016, Đã đi du lịch với gia đình,40,Chuyến đi nghỉ dưỡng với gia đình,"Tôi có chuyến đi nghỉ hè với gia đình, 1 kỳ nghỉ nhẹ nhàng, thoải mái,
Nhân viên tiếp đón chu đáo, Ăn sáng Buffet khá ngon, nhiều lựa chọn.
Phòng đẹp nhưng hơi cũ, khuôn viên rộng rãi, nhiều cây xanh, tạo cảnh quan đẹp. Bể bơi đẹp sạch, có bể bơi trong vườn dễ chịu.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or285-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Standard Charte... U,Standard Charte... U  thg 3 2017, tháng 3 năm 2017, Đã đi du lịch với gia đình,50,Tuyệt vời !,"Mình có kì nghĩ trăng mật ở Furama Đà Nẵng vừa rồi. Mình cảm thấy tuyệt vời. Chỉ có điều đợt mình về Đà Nẵng có mưa nên không tận hưởng hết các cảm giác tuyệt vời của biển. Nhân viên phục vụ ở đây rất thân thiện và nhiệt tình. Như anh Minh bộ phận Bellman, rồi em Phương lễ tân....Sau này mình sẽ quay lại đây....",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or285-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Lan Chi Vu,Lan Chi Vu  thg 3 2017, tháng 5 năm 2016, Đã đi du lịch theo đôi,50,"Phòng đẹp, nhân viên nhiệt tình","Nhân viên tiếp đón rất chu đáo. Phòng nột thất gỗ rất xinh và thơm. Đồ ăn sáng ngon, nhiều lựa chọn. Sẽ quay lại nếu có dịp. Khuôn viên rộng, nhiều cây xanh, bể bơi trong vườn rất dễ chịu, cảm giác thoải mái relax khi tới đây.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or290-Furama_Resort_Danang-Da_Nang.html#REVIEWS
731philong,731philong  thg 3 2017, tháng 3 năm 2017, Đã đi du lịch theo dạng công tác,50,Nhân viên thân thiện.Khung cảnh đẹp.Món ăn đa dạng hợp khẩu vị,Phòng hướng ra biển rất đẹp và thoáng mát.Hồ bơi sạch sẽ và đầy nắng.Có nhiều nhà hàng đặc biệt có nhà hàng phục vụ các món ăn Italia ngon.Có tiệc đứng hải sản hằng đêm giá cả vừa phải mà thức ăn nhiều.Nhân viên vui vẻ trẻ trung và thân thiện,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or290-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Thaptt,Thaptt  thg 3 2017, tháng 6 năm 2016, Đã đi du lịch với gia đình,50,"Cảnh quan đẹp, nhiều cây xanh","Khu nghỉ yên tĩnh, đẳng cấp, cây cỏ được chăm sóc chu đáo. Đi gia đình có trẻ nhỏ nên chọn biệt thự với hồ bơi riêng, có phòng khách rộng và bếp có thể tự nấu, trẻ em vui chơi tại phòng áp mái rất thích.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or290-Furama_Resort_Danang-Da_Nang.html#REVIEWS
phantandat_quan10,phantandat_quan10  thg 2 2017, tháng 2 năm 2017, Đã đi du lịch theo đôi,50,Furama Resort Danang,"Phong dep theo kieu co kinh. Sach se va dich vu phong rat tot
Thuc an sang tuoi ngon, phong phu. An toi buffet ngon, phuc vu tot
Tien ich ho boi , spa, giat ui, thu vien, gym rat rong rai va nhan vien chuyen nghiep",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or290-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Eric Pham,Eric Pham  thg 1 2017, tháng 11 năm 2016, Đã đi du lịch theo đôi,50,Khách sạn đẹp,"Được xây dựng khá lâu rồi nên các trang thiết bị trong phòng có dấu hiệu xuống cấp. Mặc dù vậy khách sạn có vị trí gần trung tâm và có bãi biển rất đẹp. Kinh nghiệm làm lữ hành từ lâu nên nhân viên được đào tạo khá tốt. Khu nhà hàng và cà phê rất ngon và ấn tượng, giá cả khá hợp lý.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or290-Furama_Resort_Danang-Da_Nang.html#REVIEWS
hongvodn,hongvodn  thg 1 2017, tháng 12 năm 2016, Đã đi du lịch theo đôi,30,Phòng,"Phòng nghi ở khu nghĩ mát cần dược nâng cấp. Các thiết bị vật dụng quá cũ . Buffet mỗi buổi sáng đều như nhau. Thủ tục nhận phòng rất chậm. Welcome drink đợi hơn 40 phút , 2pm phải có phòng nhung đợi phải đến 4:30pm. Rất tệ.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or295-Furama_Resort_Danang-Da_Nang.html#REVIEWS
ngocmai2292,ngocmai2292  thg 1 2017, tháng 1 năm 2017, Đã đi du lịch theo đôi,50,thức ăn ngon. Nhân viên khu trẻ thái độ chưa tốt,"Vợ chồng tôi đến resort để thăm quan và ăn tối. Hải sản ngon tươi nhân viên phục vụ chu đáo tận tình. Giá cả hơi đắt nhưng so với mặt bằng chung với các resort khác thì giá đấy là hợp lý.
Tôi có ghé đến khu dành cho trẻ. Không gian thoáng mát sạch sẽ, màu sắc phù hợp với trẻ. Tuy nhiên đồ chơi hơi cũ và mất mát khá nhiều. Lúc tôi nhắc nhở với nhân viên có một cái ly dính vết kiểu như son hay nước sốt gì đấy thì bé tỏ ra khá khó chịu và cau có. Lúc tôi đến có một cặp vợ chồng người Hàn Quốc cùng với con trai nhỏ hỏi về nhà vệ sinh nhưng nhân viên không trả lời được, không rõ là không biết hay không hiểu họ nói gì. Tôi có chú ý đến bảng tên nhưng chỉ là một bảng tên giấy nên tôi nghĩ đây là nhân viên mới. Với tôi thái độ như vậy là khó chấp nhận được ở một khu resort cao cấp . Tôi nghĩ nhân viên nên được thay đổi hoặc thay đổi thái độ để khách hài lòng hơn vì đây là khu dành cho trẻ nhỏ cần sự chu đáo ,ân cần và tươi cười.
Dù sao tôi tới đây chỉ để ăn tối nên sẽ cho điểm tuyệt đối về cách phục vụ và thức ăn",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or295-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Nhu Sa M,Nhu Sa M  thg 12 2016, tháng 12 năm 2016, Đã đi du lịch với gia đình,50,Vườn nhiệt đới và hồ bơi tuyệt với,"nếu bạn chọn Furama vào mùa hè thì là một lựa chọn tuyệt vời vì trời nắng bạn vẫn được bơi dưới những tán cây xanh mát mẻ như ở trong rừng nhiệt đới
đồ ăn sáng ngon
Tôi ăn trưa ở nhà hàng ý thì thấy bình thường
Hải sản ở đây tươi ngon",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or295-Furama_Resort_Danang-Da_Nang.html#REVIEWS
thituyettran,thituyettran  thg 12 2016, tháng 12 năm 2016, Đã đi du lịch theo dạng công tác,50,Chuyến đi công tác kết hợp nghỉ dưỡng thật tuyệt vời,"Căn biệt thự 3 phòng ngủ riêng biệt cùng hồ bơi yên tĩnh và trong veo trong ngày nắng xanh. Các anh tài xế xe điện thật là nhiệt tình. Dù đoàn mình yêu cầu xe từ rất sớm để chuẩn bị họp hay tan tiệc lúc 23:30, các anh vẫn luôn nhiệt tình chào đón và đưa khách đi an toàn. cảm động nhất là các anh đưa mình lúc mưa tầm tả, trời lạnh run mà các anh luôn giữ an toàn cho khách và nụ cười luôn trên môi. Ấn tượng hơn cả là món quà chúc ngủ ngon với khay socola ngọt ngào",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or295-Furama_Resort_Danang-Da_Nang.html#REVIEWS
le_anhvan41,le_anhvan41  thg 11 2016, tháng 11 năm 2016, Đã đi du lịch theo đôi,40,Furama,"Nhân viên nhiet tình. Phong view đẹp. Bãi biển sạch, rất thích hợp cho kỳ nghỉ dưỡng. Rất cảm ơn các bạn đã cho chúng tôi ky nghi tuyet voi. Sẽ quay lại furama khi đến đa nẵng. Lần tới mình sẽ chon garden view not ocean view^^",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or295-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Tam N,Tam N  thg 11 2016, tháng 11 năm 2016, Đã đi du lịch với gia đình,50,Villas furama that vip,"Thoi gian o 3ngay 2 dem tai villas R11 furama,tat ca nhan vien phuc vu rat dong deu va rat tot, dac biet ban vinh va sang rat rat nhiet tinh, furama 5* va phuc vu thi dat 6^, rat cam on toan the nhan vien furama",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or300-Furama_Resort_Danang-Da_Nang.html#REVIEWS
TYBIRON,TYBIRON  thg 11 2016, tháng 11 năm 2016, Đã đi du lịch với gia đình,50,Một địa điểm tốt cho nghỉ dưỡng,"Tôi đến Furama nghỉ 2 đêm với trẻ con. Nói chung, các điều kiện hạ tầng ở đây đều tốt, cung cách phục vụ cũng như thái độ vui vẻ, thân thiện, chu đáo của nhân viên được ghi nhận ở mọi lúc mọi nơi.
Đây là một kỷ niệm đáng nhớ của gia đình chúng tôi. Hy vọng sẽ có dịp trở lại Furama.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or300-Furama_Resort_Danang-Da_Nang.html#REVIEWS
thanhnha116,thanhnha116  thg 11 2016, tháng 11 năm 2016, Đã đi du lịch theo đôi,40,Kỳ nghỉ đáng nhớ,"Tôi ấn tượng nhất là phần buffet sáng với đa dạng các món ăn của nhiều nước. Tuy nhiên tôi thấy nước trái cây chưa được ngon lắm. Về chất lượng và dịch vụ phòng thì rất tốt. Sạch sẽ và êm ái. Thiết bị tiện nghi và đầy đủ. Dịch vụ chu đáo, hoàn hảo.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or300-Furama_Resort_Danang-Da_Nang.html#REVIEWS
lamcamhung,lamcamhung  thg 11 2016, tháng 10 năm 2016, Đã đi du lịch với gia đình,50,chuyến đi thật tuyệt vời,"Bãi biển đẹp, phòng ốc sạch sẽ, nhân viên phục vụ tận tình đối với du khách. Buffet sáng nhìn chung phù hợp khẩu vị, món ăn phong phú . Tuy nhiên do gia đình mình đặt phòng qua Vietnam Airline Holiday nên chi phí khá cao ( kỳ nghỉ 3 ngày, 2 đêm cho 02 người lớn và 1 trẻ em 6 tuổi hơn 15 triệu) cao so với gói 3 ngày - 2 đêm tại resort nhưng lại không có tiêu chuẩn thức ăn sáng cho con mình ( 6 tuổi ) --> phát sinh chi phí ăn sáng 18 USD/ buổi --> rút kinh nghiệm lần sau sẽ đặt phòng trực tiếp với Furama.
Gia đình sẽ tiếp tục chọn Furama nếu có dịp đến Đà Nẳng trong kỳ nghỉ tiếp theo.
P/s : phòng vệ sinh nên bổ sung thêm 01 vòi vệ sinh sẽ tiện nghi hơn.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or300-Furama_Resort_Danang-Da_Nang.html#REVIEWS
thaidung1234,thaidung1234  thg 11 2016, tháng 6 năm 2016, Đã đi du lịch với gia đình,40,Đánh giá khu nghỉ dưỡng Furama,"Tôi đã có một kỳ nghỉ cuối tuần dễ chịu.
Vị trí khu nghỉ dưỡng rất tốt, yên tĩnh nhưng vẫn gần trung tâm thành phố, thuận tiện cho các hoạt động tham quan giải trí.
Phòng ốc đẹp, bài trí tốt tuy nhiên một số thiết bị như khóa cửa, vòi nước đã quá cũ.
Dịch vụ phòng tốt, tuy nhiên nhân viên dọn phòng tự ý điều chỉnh nhiệt độ khi dọn phòng và không trả về vị trí cũ sau khi dọn xong.
Hồ bơi, buffet rất tốt.
Các dịch vụ tiếp tân, xe đưa đón rất tốt",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or300-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Tuongvy P,Tuongvy P  thg 10 2016, tháng 11 năm 2015, Đã đi du lịch với bạn bè,50,Kì nghỉ tuyệt vời,"Mình đã tới furama resort 3 lần vì sự hài lòng khi ở đây. Khu resort có bãi biển đẹp, nhân viên nhiệt tình, thích kiểu kiến trúc nơi đây, đồ ăn nơi đây cũng rất tuyệt. Bữa sáng với đồ ăn rất phong phú, mọi dịch vụ nơi đây đều rất chuyên nghiệp. Có bar ngoài trời cạnh bể bơi khá thú vị",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or305-Furama_Resort_Danang-Da_Nang.html#REVIEWS
kienpt74,kienpt74  thg 10 2016, tháng 10 năm 2016, Đã đi du lịch theo đôi,50,Cám ơn khu nghỉ dưỡng Furama,"Đây là một trong những khu nghỉ dưỡng tốt nhất tại VN, mọi thành viên Furama đều nhiệt tình, chân thành, phong cách chuyen nghiệp. Mong rằng Furama có nhiều chương trình khuyến mãi để chúng tôi có cơ hội nghỉ dưỡng tại đây. Cám ơn các bạn",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or305-Furama_Resort_Danang-Da_Nang.html#REVIEWS
dhn_nam,dhn_nam  thg 10 2016, tháng 9 năm 2016, Đã đi du lịch theo đôi,50,Tuyệt vời,"Mình ở 5 ngày 4 đêm, nhân viên phục vụ nhiệt tình thân thiệt, không gian yên tĩnh. Vị trí ngay đầu đường Võ Nguyên GIáp rất tiện đi lại. Đồ ăn sáng rất ngon và đa dạng, buổi tối có thêm 2 nhà hàng tha hồ lựa chọn.cảm ơn Furama để giúp mình có 1 kỳ nghỉ thuyệt vời.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or305-Furama_Resort_Danang-Da_Nang.html#REVIEWS
YNhan,YNhan  thg 10 2016, tháng 9 năm 2016, Đã đi du lịch với gia đình,40,Thoải mái cho gia đình,"- hài lòng với dịch vụ chăm sóc khách.
- dịch vụ ưu đãi của Mai Linh Taxi dành cho khách sạn đi Hội An rất tốt.
- món ăn sáng hầu như không thay đổi trong suốt 4 năm qua.
- đây là lần thứ 4 gia đình mình nghỉ ở đây. Tuy nhiên lần này chất lượng giường của bạn kém. Gia đình mình nằm không thoải mái bằng những lần trước.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or305-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Hikaru,Hikaru  thg 9 2016, tháng 9 năm 2016, Đã đi du lịch với gia đình,40,"Tốt, nhân viên nhiệt tình, view đẹp","Gần như hoàn hảo, trừ nội thất trong phòng cần thay mới và gạch sàn nên bảo dưỡng. Buffet buổi sáng được. Cần đa dạng hơn trong buffet.
Có bus đi hội an và các điểm nội thành.
Tổng thể thì được 4/5 sao.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or305-Furama_Resort_Danang-Da_Nang.html#REVIEWS
phương D,phương D  thg 9 2016, tháng 10 năm 2015, Đã đi du lịch với gia đình,50,đẹp và yên bình,"lần đầu đến đây m cảm thấy rất hài lòng với tất cả tiện nghi và dịch vụ ở đây. phòng của m hướng biển nên luôn2 nghe thấy tiếng sóng biển, phòng rât đẹp, các trang thiết bị đều sạch sẽ. ăn sáng buffet ở đây có rất nhiều sự lựa chọn, thái độ phục vụ cũng rất tốt nữa. nhờ furama mà m cảm thấy thích đà nẵng hơn nữa!",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or310-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Dangthithu,Dangthithu  thg 9 2016, tháng 9 năm 2016, Đã đi du lịch theo dạng công tác,50,Kỳ nghỉ tại Furama,Tôi thậy sự rất vui khi có dc kì nghỉ ở furama . Tất cả những dịch vụ xứng đáng ở đẳng cấp 5 sao . tôi sẽ chọn furama nếu có dịp quay lại đà nẵng . Cảm ơn furama rất nhiều . Hẹn gặp lại vào năm sau nhé,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or310-Furama_Resort_Danang-Da_Nang.html#REVIEWS
trinh h,trinh h  thg 8 2016, tháng 8 năm 2016, Đã đi du lịch với gia đình,50,Rất tốt,"Khung cảnh furama rất đẹp yên tĩnh, thích hợp cho người thích kiểu cổ kính nhưng pha lẫn chút phong cách hiện đại, bãi biển trãi dài rất tuyệt vời, nhân viên tận tình thân thiên. Nơi đây thích hợp cho những kỳ nghĩ thư giãn.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or310-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Daothu,Daothu  thg 8 2016, tháng 7 năm 2016, Đã đi du lịch với gia đình,50,Trải nghiệm,"Một khu nghỉ dưỡng tuyệt vời cho chuyến du lịch của gia đình vào dịp hè. Giờ đây, cứ mỗi khi hỏi các con muốn đi đâu thì câu trả lời đầu tiên bao giờ cũng là Furama. Ở đây có một sức hút đặc biệt khó có thể cưỡng lại được. Khung cảnh đẹp, và thơ. Đồ ăn ngon. Bãi biển xanh, sạch và vô cùng yên bình. Nhân viên phục vụ thì quá chuyên nghiệp vs nhiệt tình. Năm nay mình đã có 1 chuyến đi 4 ngày thật mỹ mãn. Hẹn Furama hè 2017 nhé!",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or310-Furama_Resort_Danang-Da_Nang.html#REVIEWS
vietphuong_ntc,vietphuong_ntc  thg 7 2016, tháng 7 năm 2016, Đã đi du lịch với gia đình,50,Kì nghỉ dưỡng tuyệt vời.,"Gia đình tôi đã trải qua những ngày nghỉ tuyệt vời tại khu resort furama. Ấn tượng nhất là sự niềm nở , thân thiện của nhân viên.gia đình tôi đi có hai cháu và một em bé tuy nhiên đã được sự giúp đỡ nhiệt tình từ bộ phận đặt phòng, từ phòng ocean view đã được chuyển lên phòng ocean suite rộng rãi hơn, đẹp hơn rất nhiều, lại có cũi ngủ cho trẻ em...mà không phải trả thêm phụ phí. Sau những ngày làm việc chúng tôi lại được vui vẻ hạnh phúc bên nhau. Cảm ơn tập thể cán bộ công nhân viên và ngài Tổng giám đốc đã tạo điều kiện tốt nhất với gia đình tôi. Chắc chắn lần sau chúng tôi sẽ trở lại.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or310-Furama_Resort_Danang-Da_Nang.html#REVIEWS
_dung_meco,_dung_meco  thg 7 2016, tháng 7 năm 2016, Đã đi du lịch với bạn bè,30,"Xe điện không thuận tiện, khá chậm","View đẹp, villa phòng rộng nhưng không có khăn lau nhà, tăm không để sẵn trong lọ phải hỏi xin mới có. Xe điện quá chậm gọi mãi mới tới ít nhất 20-30p. Giá villa rất mắc nhưng dịch vụ chưa tương xứng. Ăn sáng quá đông mặc dù có tới 2 nhà hàng cùng mở, nhân viên yêu cầu ngồi chờ khi nhóm phản ứng đòi confirm không có chỗ để trừ tiền thì mới xếp bàn.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or315-Furama_Resort_Danang-Da_Nang.html#REVIEWS
CamHuong,CamHuong  thg 7 2016, tháng 6 năm 2016, Đã đi du lịch với gia đình,40,Một vài góp ý,"1. Cải tiến hệ thống đặt phòng: tôi đã đến nhiều resort, đã đặt phòng nhiều nơi, tôi thấy hệ thống đặt phòng của Furama chưa được tốt. Cụ thể, tôi xác nhận đặt phòng bằng việc deposit qua tài khoản BIDV của Furama, nhưng không có một phản hồi tự động. Sau đó tôi phải liên lạc bộ phận đặt phòng đến 3 lần (tính từ ngày chuyển tiền là 3 ngày) mới được xác nhận bằng e.mail (gửi bởi nhân viên bộ phận đặt phòng). Nếu tôi không chủ động liên lạc bằng điện thoại thì không biết khi nào mới có confirm. Đây là một điểm trừ không đáng có cho một hệ thống resort 5 sao như Furama. Cần cải tiến hệ thống thông tin.
2. Furama nên đưa gói ăn trưa và tối với mức giá hợp lý vào trong gói giá phòng để khách dễ lựa chọn. Thông thường, đối với những gia đình có con nhỏ như tôi, chúng tôi chỉ thích đến 1 nơi sạch sẽ, yên tĩnh, an toàn, dịch vụ đầy đủ để cho trẻ vui chơi, cha mẹ được nghỉ ngơi, ăn uống. Chúng tôi yên tâm về nơi ở của Furama nhưng chúng tôi không thỏa mãn với các bữa ăn. Lý do là 2 bữa trưa tối tự lo, nên chúng tôi luôn nghĩ ""trưa ăn gì/tối ăn ở đâu?"". Các món ăn trong resort chưa hấp dẫn, lại quá đắt. Điều này làm cho chúng tôi không thỏa mái, ra ngoài ăn bất tiện, mất thời gian, lại không rành đường.
3. Việc check in, nên cho check in đúng 12h (hoặc sớm hơn nếu có thể). Việc check in quá muộn (2h PM) làm cho khách chờ đợi mệt mỏi, với gia đình có con nhỏ - các cháu đã qua giấc ngủ trưa - quấy khóc. Đến khi nhận được phòng, cả gia đình chỉ còn lăn ra ngủ --> hết 1 buổi chiều vô nghĩa chỉ vì check in muộn. Trong khi trả phòng, khách phải trả trước 11h.
4. Hồ bơi trẻ em trong vườn nên cho NV thường xuyên theo dõi và vớt lá cây. Hồ bơi chỉ được vớt lá vào mỗi sáng nên không được sạch sẽ.
5. Tôi có một phép so sánh đánh giá với hệ thống resort của Vinpearl để các bạn cải thiện:
- Nhân viên: nhiệt tình, chu đáo như nhau.
- Chỗ ở: phòng ở Furama rộng rãi, thoáng hơn Vinpearl
- Thức ăn: Vinpearl ngon hơn, đa dạng hơn và phục vụ chu đáo hơn.
- Dịch vụ hỗ trợ khách hàng khi booking và check in ở Vinpearl tốt hơn: hoàn toàn tự động và tức thì.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or315-Furama_Resort_Danang-Da_Nang.html#REVIEWS
thain602,thain602  thg 7 2016, tháng 7 năm 2016, Đã đi du lịch với gia đình,50,Dịch vụ tuyệt vời,"Đắp ứng tất cả các dịch vụ mà một gia đình cần, thái độ và phong cách rất chuyên nghiệp. Phòng sạch sẽ, lịch sự, chất lượng tỷ lệ thuận với số tiền khách hàng phải bỏ ra. Vị trí trung tâm, thuận tiện đi các nơi nổi tiếng của Đà Nẵng. Kỳ nghỉ ở Furama thật tuyệt vời",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or315-Furama_Resort_Danang-Da_Nang.html#REVIEWS
haitq,haitq  thg 6 2016, tháng 6 năm 2016, Đã đi du lịch với gia đình,10,"Dịch vụ xe điện quá tệ , 15-30"" mới có xe đưa rước . Không quản lý và sắp xếp hợp lý khâu đưa đón hanh khách tới villA","Dịch vụ xe điện quá tệ , 15-30"" mới có xe đưa rước . Không quản lý và sắp xếp hợp lý khâu đưa đón hanh khách tới villa. Bãi biển khu villla không sử dụng được , không có nhân viên cứu hộ giám sát, phải dùng xe điện ra khu chính tắm biển. Wifi quá yếu , tầng 1,2 đều không sử dụng được wifi",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or315-Furama_Resort_Danang-Da_Nang.html#REVIEWS
bomaybi,bomaybi  thg 6 2016, tháng 6 năm 2016, Đã đi du lịch với gia đình,40,"Villa đẹp, dịch vụ spa rất dở",Dịch vụ spa rất thất vọng - kỹ năng mát xa và chăm sóc da mặt của nhân viên rất tệ. 5 người trong gia đình tôi đăng kí 2 mát xa & 3 facials & Cả 5 đều có đánh giá tương tự. Ban quản lý nên điều chỉnh dịch vụ spa.,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or315-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Huyendoan,Huyendoan  thg 6 2016, tháng 6 năm 2016, Đã đi du lịch theo đôi,20,Bạn có nên chọn Furama vì nó là resort hạng sang không???,"Quá tệ...một khách sạn hạng sang mà lại bị hư điều hoà trong đêm khuya, các bạn có vui không nếu mình phải trả một khoản tiền khá lớn để được ở và phục vụ tại một khu resort hạng sang có tiếng???Tôi thật không thể chấp nhận được,trang thiết bị cũ đến mức..2h sáng tôi phải di chuyển trong đêm để đổi phòng vì điều hoà hư nặng, điều khiến tôi thất vọng hơn là không một ai có trách nhiệm để xin lỗi chúng tôi trong khi tôi đang lưu trú tại đó,tôi còn nghe được nhân viên nói chuyện với nhau bằng giọng bực mình và khá tục tĩu..tóm lại..tôi sẽ không bao giờ quay lại Furama và cũng không bao giờ đồng ý rằng Furama là địa điểm khách sạn hạng sang đáng để đến.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or320-Furama_Resort_Danang-Da_Nang.html#REVIEWS
VinhTra,VinhTra  thg 6 2016, tháng 6 năm 2016, Đã đi du lịch với gia đình,50,Hài lòng về dịch vụ và tiện nghi,"Cảnh quan yên tĩnh, đẹp.
Ăn sáng phong phú.
Thái độ lịch sự, nhiệt tình, chu đáo, chuyên nghiệp.
Nếu có dịp thuận tiện, tôi sẽ quay trở lại.
Con gái tôi lần đầu tiên được nhận món quà buổi tối và những lời chúc ngọt ngào nên cũng có những đêm ""ngọt ngào"" tại đây nhưng chỉ không thích hành lang nóng nắng.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or320-Furama_Resort_Danang-Da_Nang.html#REVIEWS
